,username,repo_name,no_of_contributions
6399,Fjoerfoks,thimble.mozilla.org,34
49,Fjoerfoks,zamboni,31
7515,Fjoerfoks,zippy,1
582,Flimm,django-csp,3
7783,FloValence,brackets,7
13918,Flowdalic,openhab,22
11765,Fmstrat,fxa,2
6693,Fmstrat,fxa-auth-server,2
19817,Fokko,PyHive,2
17590,FotoVerite,http-server,5
10233,Foxandxss,balrog-ui,7
15107,FrancescoSTL,all-aboard,162
15460,FrancescoSTL,all-aboard-remote,3
12658,FrancescoSTL,bakery,33
1544,FrancescoSTL,bedrock,4
4406,Frankst2,releases-comm-central,165
17379,FreeMasen,grcov,1
19139,FreeTheTech101,policy-templates,1
1929,Friss,rhino,1
20605,FritzX6,fleet,1
20629,FritzX6,launcher,4
8083,Froelund,language-mapping-list,1
9806,Frozenfire92,seasponge,39
9411,FukurouMakoto,OpenWPM,1
17390,GGeethanjali,grcov,1
388,GPHemsley,popcorn-js,4
1325,GPHemsley,process-releases,2
10411,GPHemsley,wiki.mozilla.org,25
296,GVRV,bleach,1
156,GVRV,kitsune,3
3034,GabiThume,configman,1
4053,GabiThume,socorro-crashstats,6
19784,GabrielGanne,libprio,1
5971,GapsoNtm,fireplace,5
5044,Gared,etherpad-lite,6
2980,Gared,pad,5
7726,GarthDB,brackets,54
7964,GeoffPiperMZ,legal-docs,12
15252,GeorgeFedoseev,DeepSpeech,4
14823,GeorgeHahn,sccache,4
2372,GerHobbelt,source-map,4
18302,GeraltofPython,dinobuildr,2
10236,GermanDZ,balrog-ui,1
16293,GermanoGuerrini,mozilla-django-oidc,2
6982,GerryFerdinandus,MozStumbler,1
2404,GianlucaGuarini,source-map,1
14055,GideonLeGrange,openhab2-addons,1
10296,Gillingham,server-side-tls,2
10223,Gioyik,firefox-ui-tests,1
2104,Gioyik,mozillians,1
5597,Gioyik,oneanddone,1
6659,Gioyik,popcorn.webmaker.org,1
17920,GiselaSolis,send,5
16180,GitSumito,redash,4
9805,Glavin001,seasponge,99
14173,GoVivace,kaldi,22
15306,GoldschmittGabriel,DeepSpeech,1
15148,GoooIce,positron-electron,8
14951,GoooIce,tofino-electron,8
919,Gozala,ace,31
473,Gozala,addon-sdk,1312
828,Gozala,chromeless,25
19967,Gozala,firefox-narrate-experiment,40
2283,Gozala,gcli,2
19649,Gozala,libdweb,172
1071,Gozala,pilot,6
5519,Gozala,reflex,245
12781,Gozala,reflex-react-driver,15
12768,Gozala,reflex-virtual-dom-driver,42
13564,Gozala,web-ext,1
14098,GradyD,smarthome,7
3774,GraylinKim,PyBrowserID,1
15192,GregMefford,positron-electron,3
20282,Gregoor,CorporaCreator,2
20546,Gregoor,cropd,15
7981,Gregoor,legal-docs,3
17169,Gueyeamas,activity-stream-l10n,11
19296,Gueyeamas,contain-facebook,7
8630,Gueyeamas,fxa-content-server-l10n,48
12750,GuillaumeGomez,mp4parse-rust,3
19363,GursharnjitSingh,contain-facebook,1
9509,HPaulJohnson,advocacy.mozilla.org,12
16910,HSR05,foundation.mozilla.org,1
1191,HadiAlshakhori,pontoon,1
1617,Haebaru,pdf.js,23
13100,HalCanary,moz-skia,309
7081,Hamabama,goggles.mozilla.org,1
6648,Hamabama,popcorn.webmaker.org,2
8681,Hamabama,webmaker-language-picker,2
18725,HandsomeMedia,FirefoxColor,2
5036,HansPinckaers,etherpad-lite,19
14236,HaraldBerthelsen,marytts,24
7458,Haroenv,Fira,1
20320,Harshitha1234,glean,1
14533,HassenPy,api.mozillascience.org,1
15446,HassenPy,mofo-ui,1
9892,HassenPy,science.mozilla.org,1
15378,Havvy,nixpkgs-mozilla,2
9158,HeartSongInPurple,ascendproject,36
11139,HelenHChen,learning.mozilla.org,1
3394,Helias-Criouet,node-convict,4
1655,Hengjie,pdf.js,3
1170,Henikilan,pontoon,4
15815,HenryRawas,positron-spidernode,24
14618,HenryRawas,spidernode,24
16495,HenryRawas,spiderweb-spidernode,24
10173,HexoNerd,openvpn,1
595,HeyHugo,django-csp,1
10723,Hidendra,ActiveData-ETL,14
7761,HighwayChile,brackets,11
4590,Hintzmann,WebGameStub,2
13952,HolgerHees,openhab,9
1956,HonzaKral,elasticutils,6
19365,HrantOhanyan,contain-facebook,1
10508,HrantOhanyan,loop-client-l10n,14
13126,Humper,moz-skia,8
20170,Hwiet,extension-workshop,1
11954,Hywan,vaani,2
7785,IQAndreas,brackets,6
10222,IamAdiSri,firefox-ui-tests,1
2827,IamAdiSri,moztrap-tests,1
1710,IamAdiSri,sumo-tests,1
8835,IanConnolly,build-relengapi,1
9908,IanConnolly,build-runner,15
13681,IanConnolly,release-services,1
15309,Ideefixze,DeepSpeech,1
15671,Idesmi,activate.mozilla.community,2
9305,IgorMinar,yaocho,1
13842,IhorHordiichuk,addons-frontend,25
8389,IhorHordiichuk,addons-server,97
18650,IhorHordiichuk,blurts-server,11
8632,IhorHordiichuk,fxa-content-server-l10n,46
10110,IhorHordiichuk,pontoon-intro,3
20454,Iinh,bigquery-etl,21
20132,Iinh,glean_parser,1
17467,Iinh,probe-scraper,2
16181,IllusiveMilkman,redash,4
8623,IlnarSelimcan,fxa-content-server-l10n,58
17799,Ilphrin,notes,2
17074,ImgBotApp,coss,1
5099,InFog,Marketplace.PHP,4
5870,InPermutation,firefoxos-quick-start,1
1327,Incognito,process-releases,1
19724,InfiniteLee,Spoke,7
18425,InfiniteLee,hubs,777
18473,InfiniteLee,hubs-ops,7
18552,InfiniteLee,naf-janus-adapter,14
18484,InfiniteLee,reticulum,33
6548,Insiyaa,telemetry-dashboard,7
15194,IonicaBizau,positron-electron,3
20225,IonutBudeanu,iris,79
19005,IonutBudeanu,iris_firefox,226
9454,IsaacSchemm,adbhelper,2
4465,IsaacSchemm,releases-comm-central,12
9298,IsaacSchemm,valence,2
17195,ItielMaN,activity-stream-l10n,6
13783,ItielMaN,addons-frontend,178
12496,ItielMaN,addons-linter,2
8350,ItielMaN,addons-server,285
19603,ItielMaN,blurts-addon,1
18641,ItielMaN,blurts-server,20
19290,ItielMaN,contain-facebook,9
8594,ItielMaN,fxa-content-server-l10n,105
10542,ItielMaN,loop-client-l10n,4
17931,ItielMaN,send,5
19374,J-Gras,bro,32
13430,J-M0,ssh_scan,2
13945,J-N-K,openhab,10
8222,J0WI,fxoss,2
5007,J0WI,mozhacks-2013,2
2634,J0WI,nocturnal,5
16097,J0WI,observatory-cli,1
6579,J0WI,telemetry-dashboard,1
18798,J12934,ctf-austin,24
13438,J12934,ssh_scan,1
9784,JESCAH,contribute.json,1
2912,JMoravec,Affiliates-Tests,2
16690,JP-E,OneCRL-Tools,7
6566,JQuinnie,telemetry-dashboard,2
20280,JRMeyer,CorporaCreator,5
15232,JRMeyer,DeepSpeech,35
5697,JSteunou,hawk,2
20607,Jackbennett,fleet,1
2108,JacksonIsaac,mozillians,1
15800,JacksonTian,positron-spidernode,52
14587,JacksonTian,spidernode,60
16479,JacksonTian,spiderweb-spidernode,52
16158,Jakdaw,redash,6
14868,Jake-Shadle,sccache,1
18338,JakeChampion,standards-positions,1
7765,JakeStoeffler,brackets,10
16857,JakeWharton,multi-account-containers,1
13981,Jakey69,openhab,5
4631,Jakobud,WebGameStub,1
1682,JakubOnderka,pdf.js,2
9318,JamesWCCheng,gmp-api,1
15311,JanX2,DeepSpeech,1
8405,JasnaPaka,addons-server,58
18676,JasnaPaka,blurts-server,5
6790,JasnaPaka,commbadge,13
9749,JasnaPaka,discoplace,3
5939,JasnaPaka,fireplace,26
7329,JasnaPaka,marketplace-stats,12
6896,JasnaPaka,rocketfuel,4
8274,JasnaPaka,spartacus,4
5140,JasnaPaka,webpay,19
9013,JasnaPaka,yogafire,14
29,JasnaPaka,zamboni,69
7477,JasnaPaka,zippy,3
19536,Jason-Cooke,application-services,1
20476,Jason-Cooke,bigquery-etl,1
18980,Jason-Cooke,firefox-health-backend,1
20327,Jason-Cooke,fxa-pairing-channel,1
17370,Jason-Cooke,grcov,1
16952,Jason-Cooke,inclusion,1
4337,Jason-Cooke,loady,2
16775,Jason-Cooke,network-pulse-api,1
19860,Jason-Cooke,nmap-agent,1
8773,Jason-Cooke,node-vtt,1
19710,Jason-Cooke,overscripted,1
17475,Jason-Cooke,probe-scraper,1
11642,Jason-Cooke,python_mozaggregator,1
13439,Jason-Cooke,ssh_scan,1
16214,Jason-Cooke,tls-canary,2
15722,Jason-Cooke,vaani.microphone-check,1
9217,Jason0214,angle,36
5077,JasonWoof,etherpad-lite,1
11816,JasvinderToor,donate.mozilla.org,57
17784,JasvinderToor,notes,4
18729,Je-ni,FirefoxColor,2
13466,JeaneC,activity-stream,20
7702,JeffryBooher,brackets,305
15317,Jemyz,DeepSpeech,1
15251,Jendker,DeepSpeech,5
6937,JensErat,MozStumbler,11
13982,JensErat,openhab,5
10877,JensRantil,disco,2
4652,JensTimmerman,agithub,5
5788,JerryShih,layerscope,1
20635,JessBellon,launcher,1
13036,JessBot,chat.mozillafoundation.org,1
10429,JessCSR,firefox10.org,9
4811,JesseE,nunjucks,3
597,Jesus805,django-csp,1
7092,Jiab77,cipherscan,3
9222,JiangYizhou,angle,31
9201,Jiawei-Shao,angle,103
16811,Jim89,knowledge-repo,1
15615,JimSp472000,activate.mozilla.community,42
13798,JimSp472000,addons-frontend,119
12432,JimSp472000,addons-linter,19
8353,JimSp472000,addons-server,261
18598,JimSp472000,blurts-server,113
19277,JimSp472000,contain-facebook,13
11830,JimSp472000,donate.mozilla.org,29
8599,JimSp472000,fxa-content-server-l10n,92
17798,JimSp472000,notes,2
17886,JimSp472000,send,12
6417,JimSp472000,thimble.mozilla.org,14
6984,Jimmar,MozStumbler,1
12630,Jitrixis,mozfest-event-app,3
14514,JlUgia,Java-WebSocket,1
18803,JlnWntr,ctf-austin,3
16859,Jo-IE,multi-account-containers,1
17710,JoGarWeb,video-bg-play,1
17196,Jobava,activity-stream-l10n,6
6815,Jobava,commbadge,4
17314,Jobava,copyright,3
11825,Jobava,donate.mozilla.org,36
5960,Jobava,fireplace,7
8649,Jobava,fxa-content-server-l10n,28
7970,Jobava,legal-docs,7
10537,Jobava,loop-client-l10n,5
7352,Jobava,marketplace-stats,3
10746,Jobava,masterfirefoxos-l10n,3
2111,Jobava,mozillians,1
17763,Jobava,notes,8
17921,Jobava,send,5
8291,Jobava,spartacus,1
58,Jobava,zamboni,15
7475,Jobava,zippy,3
14033,JochenHiller,openhab2-addons,3
4561,JoeMorgan,WebGameStub,8
17166,Joergen,activity-stream-l10n,11
13800,Joergen,addons-frontend,116
8385,Joergen,addons-server,107
18624,Joergen,blurts-server,39
19303,Joergen,contain-facebook,6
11846,Joergen,donate.mozilla.org,16
5954,Joergen,fireplace,12
8576,Joergen,fxa-content-server-l10n,180
10495,Joergen,loop-client-l10n,23
11986,Joergen,payments-l10n,1
17914,Joergen,send,6
8264,Joergen,spartacus,7
5157,Joergen,webpay,8
9049,Joergen,yogafire,1
73,Joergen,zamboni,9
7490,Joergen,zippy,1
19537,JohanLorenzo,application-services,1
10235,JohanLorenzo,balrog-ui,2
8898,JohanLorenzo,buddyup,1
10764,JohanLorenzo,build-mar,1
7895,JohanLorenzo,build-relengdocs,4
5457,JohanLorenzo,build-tools,51
8939,JohanLorenzo,charts,1
16661,JohanLorenzo,haiku-gaia-experiments,138
223,JohanLorenzo,mozregression,2
13632,JohanLorenzo,release-services,20
15072,JohanLorenzo,releasewarrior,291
10799,JohanLorenzo,testdroid-marionette-plugin,7
6164,JohanLorenzo,treeherder,7
12587,JohanLorenzo,version-control-tools,2
10914,Johann-S,srihash.org,4
15140,John-Lin,positron-electron,10
14937,John-Lin,tofino-electron,10
16138,JohnConnell,redash,12
6529,JohnDoee,PyHawk,1
6437,JohnEJames,thimble.mozilla.org,7
5026,JohnMcLear,etherpad-lite,749
2979,JohnMcLear,pad,5
12025,JohnVillalovos,git-repo,3
17006,Johni0702,webrtc-sdp,1
7746,JordanTheriault,brackets,20
6393,JordanTheriault,thimble.mozilla.org,41
9713,JordanTheriault,webmaker-android,7
8684,JordanTheriault,webmaker-language-picker,1
20103,Jordandev678,rust-ece,1
13971,JosSchering1,openhab,6
8145,JosePineiro,mozjpeg,1
1788,JosephWildey,Socorro-Tests,1
15657,Josexv1,activate.mozilla.community,4
1407,JoshyPHP,persona,1
4413,JosiahOne,releases-comm-central,100
20540,JoyLubega,mozilla-schema-generator,3
19326,JoyceKat,contain-facebook,3
13530,Jp-Rivera,web-ext,6
600,JshWright,django-csp,1
17208,Juanpabl,activity-stream-l10n,5
17912,Juanpabl,send,7
13338,Juburin,mattermost-integration-giphy,1
1926,Jugolo,rhino,1
15844,JungMinu,positron-spidernode,15
14639,JungMinu,spidernode,18
16524,JungMinu,spiderweb-spidernode,15
20363,Juriv,sumo-experiments,2
19376,JustinAzoff,bro,13
16303,JustinAzoff,mozilla-django-oidc,1
13759,Juwei-huang,connected-devices-experiments,2
7769,K-LV,brackets,9
11577,KGorr,learning-networks,128
1888,KITSOleksandrMaksymenko,rhino,4
812,KOLANICH,nightlytt,4
4800,KSDaemon,nunjucks,5
235,KSFT,mozregression,1
631,KWierso,FlightDeck,9
966,KWierso,addon-builder-helper,2
482,KWierso,addon-sdk,145
2185,KWierso,addon-sdk-sdocs,1
1242,KWierso,amo-validator,13
4889,KWierso,app-validator,4
10706,KWierso,bugherder,81
8829,KWierso,build-relengapi,3
5486,KWierso,build-tools,3
2175,KWierso,deprecated-treestatus,11
7567,KWierso,gecko-dev,5584
20233,KWierso,iris,4
19027,KWierso,iris_firefox,1
19657,KWierso,libdweb,1
12864,KWierso,loop,21
8752,KWierso,loop-client,4
12942,KWierso,loop-test,21
3571,KWierso,mediawiki-bugzilla,1
10264,KWierso,mozilla_ci_tools,1
236,KWierso,mozregression,1
12233,KWierso,newtab-dev,3536
14660,KWierso,positron,4283
3938,KWierso,qac,1
13651,KWierso,release-services,3
16352,KWierso,spiderweb,4218
6117,KWierso,treeherder,237
11393,KWierso,universal-search-gecko-dev,2160
12540,KWierso,version-control-tools,11
5476,KaiRo-at,build-tools,8
10956,KaiRo-at,crash-report-tools,1067
2784,KaiRo-at,graphs,1
17273,KaiRo-at,magdalena,24
10360,KaiRo-at,moz-corsica,1
3190,KaiRo-at,mozmill-ci,1
4392,KaiRo-at,releases-comm-central,312
760,KaiRo-at,weave-backup,1
730,KaiRo-at,weave-identity,1
20169,Kaligule,extension-workshop,1
14401,Kaljurand,net-speech-api,28
16892,KalobTaulien,foundation.mozilla.org,36
12154,Kamahl19,sops,3
9189,Kangz,angle,599
13134,Kangz,moz-skia,4
16578,KareemG,experimenter,1
15602,Karm46,activate.mozilla.community,237
17198,Karm46,activity-stream-l10n,6
13786,Karm46,addons-frontend,162
12436,Karm46,addons-linter,14
8334,Karm46,addons-server,571
18596,Karm46,blurts-server,143
19280,Karm46,contain-facebook,12
8572,Karm46,fxa-content-server-l10n,199
10021,Karm46,pontoon-intro,14
17859,Karm46,send,22
16860,Karska-dev,multi-account-containers,1
1162,Karska-dev,pontoon,7
15276,KathyReid,DeepSpeech,2
18913,KathyReid,TTS,1
13763,KatieCaldwell,connected-devices-experiments,1
15756,KatieMitch,leadership-training,1
9952,KellerFuchs,tls-observatory,8
7740,KeniMorri,brackets,22
6434,KeniMorri,thimble.mozilla.org,7
19689,Kerollmops,lmdb-rs,1
20506,KershawChang,neqo,5
14364,KevZawacki,content,64
17510,KevZawacki,global-sprint,1
9998,KevinGrandon,autolander,153
5314,KevinGrandon,build-mozharness,1
11615,KevinGrandon,eslint-plugin-no-unsanitized,1
16587,KevinGrandon,haiku-gaia-experiments,2657
12904,KevinGrandon,loop,1
10855,KevinGrandon,node-firefox-connect,1
9645,KevinGrandon,pluotsorbet,1
18728,KhushilMistry,FirefoxColor,2
4396,KhushilMistry,releases-comm-central,273
18495,KiChjang,janus-plugin-rs,1
19607,KimLudvigsen,blurts-addon,1
19338,KimLudvigsen,contain-facebook,2
19233,KingJavaJava,bugbug,1
19511,KinseyMcG,application-services,6
17511,KirstieJane,global-sprint,1
2483,Koalab99,cubeb,1
19987,Koalab99,cubeb-coreaudio-rs,1
17407,Koalab99,cubeb-pulse-rs,2
4517,KovalKt,airmozilla,1
5100,KryDos,Marketplace.PHP,2
1395,KryDos,persona,1
4502,KrystalYu,airmozilla,2
1918,Kryword,rhino,1
14343,Kuzmanov,wp-calypso,4
5411,KwanEsq,build-talos,1
203,KwanEsq,mozregression,62
12406,KwanEsq,node-fx-runner,1
11225,KwanEsq,simulated-devices,3
15085,KwanEsq,twemoji-colr,23
2312,Kyso,lightbeam,1
9160,L2-D2,ascendproject,32
19703,LABBsoft,overscripted,4
13386,LEQADA,network-pulse,1
5711,LKI,hawk,1
16559,LZoog,experimenter,39
11699,LZoog,fxa,192
9096,LZoog,fxa-dev,1
4996,LZoog,identity-pubkeys,1
10995,La0,ActiveData,1
19182,La0,bugbug,22
20255,La0,bugzilla-dashboard,13
14406,La0,clouseau,11
18847,La0,code-coverage-addon,2
17683,La0,code-coverage-reports,26
15939,La0,libmozdata,52
17664,La0,mocoda,2
18787,La0,parsepatch,5
13620,La0,release-services,595
12778,Ladeia,mozilla-club-activity-hack-the-news,3
2093,Ladeia,mozillians,1
6458,Ladeia,thimble.mozilla.org,3
19195,LakshyAAAgrawal,bugbug,4
3002,LarsFronius,pad,1
11175,LauraHilliger,reps-edu,1
8515,LauraHilliger,school-of-webmaking,316
7111,LauraHilliger,webliteracymap,5
10633,LauraHilliger,webmaker-curriculum,340
3438,Laurian,mozilla-opennews,6
11799,Laurian,popcorn-editor,1
15530,Lazimshahad,outofdate-notifications-system-addon,1
13339,LeSuisse,mattermost-integration-giphy,1
18739,LeanKhan,FirefoxColor,1
458,LeeHampton,mozmill,1
3556,LegNeato,mediawiki-bugzilla,38
2639,LegNeato,nocturnal,3
1320,LegNeato,process-releases,35
3622,LegNeato,relman-auto-nag,15
1084,LegNeato,remoteobjects,2
14861,LegNeato,sccache,1
14545,LegNeato,tofino,3
12580,LegNeato,version-control-tools,2
13906,Lenzebo,openhab,32
4503,LeoMcA,airmozilla,2
17073,LeoMcA,coss,3
17713,LeoMcA,discourse,1
16698,LeoMcA,discourse-auth0-mozilla,10
17333,LeoMcA,discourse-auto-email-in,11
17030,LeoMcA,discourse-category-categorization,2
16797,LeoMcA,discourse-email-all,2
17015,LeoMcA,discourse-expose-emails-in,8
17951,LeoMcA,discourse-mozilla-iam,141
18216,LeoMcA,discourse-mozilla-theme,67
20088,LeoMcA,discourse-mozilla-theme-beta,29
19862,LeoMcA,discourse-mozilla-theme-dark,2
19925,LeoMcA,discourse-mozilla-travis,22
12772,LeoMcA,discourse-mozillians,18
19743,LeoMcA,discourse-post-read-email,16
19908,LeoMcA,discourse-sidekiq-monitor,8
18984,LeoMcA,discourse-tldr,18
12228,LeoMcA,discourse-webmaker-id,4
16815,LeoMcA,discourse.mozilla.org,82
108,LeoMcA,kitsune,197
20054,LeoMcA,m-response,45
5127,LeoMcA,openbadger,1
14378,LeoMcA,partinfra-terraform,12
13102,LeonScroggins,moz-skia,227
5712,LeviticusMB,hawk,1
9400,LilyLME,OpenWPM,3
17464,LilyLME,probe-scraper,6
18207,LinkaiQi,firefox-code-coverage-frontend,2
12462,LinusU,addons-linter,6
10058,Lizie-AK,pontoon-intro,5
13843,LluisQ,addons-frontend,24
18666,LobodzetsViktor,blurts-server,6
19328,LobodzetsViktor,contain-facebook,3
11888,LobodzetsViktor,donate.mozilla.org,4
11617,LockeLamora,eslint-plugin-no-unsanitized,1
4826,LoicMahieu,nunjucks,2
18457,LondonTran,hubs,1
3411,LongLiveCHIEF,node-convict,1
9401,LordReigns,OpenWPM,3
19179,Lothiraldan,bugbug,81
3625,Lothiraldan,relman-auto-nag,9
14365,Lottarao,content,11
16845,LoveIsGrief,multi-account-containers,3
7238,Lubnazafar,fxa-content-server,1
2345,LucianU,affiliates,10
3102,LucianU,basket-client,1
1575,LucianU,django-session-csrf,1
1115,LucianU,kuma-lib,2
17363,LucianaMarques,grcov,2
15379,Lucus16,nixpkgs-mozilla,2
19164,Lucyeoh,CampaignsforMDM,3
16107,Lucyeoh,Campus-Activities,7
15932,Lucyeoh,Campus-Club-Year-Plans,6
13769,Lucyeoh,Campus-Program,8
16088,Lucyeoh,Campus-Resources,1
13300,Lucyeoh,Community-Feedback,1
15009,Lucyeoh,Community-Gatherings,1
20491,Lucyeoh,MDM-Portal,2
13255,Lucyeoh,OpenDesign,11
14783,Lucyeoh,Reps,1
14757,Lucyeoh,TBTWBuildChallenge,10
11552,Lucyeoh,community-development,10
13295,Lucyeoh,contribute,6
16955,Lucyeoh,inclusion,1
15912,Lucyeoh,mozilla-campus-clubs,61
15765,Lucyeoh,part-MakerParty,2
19661,Lucyeoh,sumo-playstore-campaign,3
14389,Lucyeoh,takebacktheweb.mozilla.org,2
17905,Lufom,send,8
11141,LuisArt,learning.mozilla.org,1
10580,LuisArt,loop-client-l10n,1
5851,LukeLambert,identity-ops,1
11619,LukeWood,eslint-plugin-no-unsanitized,1
18017,LunarTwilight,infosec.mozilla.org,1
2095,LunarTwilight,mozillians,1
19225,Luni-4,bugbug,1
13569,Lusito,web-ext,1
16230,Lusito,webextension-polyfill,1
13571,M-Reimer,web-ext,1
20048,M-erb,m-response,136
6461,MPierre9,thimble.mozilla.org,3
19110,MS-PC,policy-templates,28
1661,MaMazav,pdf.js,3
7088,MacLemon,cipherscan,7
168,MadPerson,kitsune,2
18400,MadinaB,active-data-recipes,16
19042,MadinaB,coverage-crawler,2
11082,Maftuna2017,learning.mozilla.org,34
6401,Maftuna2017,thimble.mozilla.org,26
19120,MagerValp,policy-templates,3
15656,Mahtab05,activate.mozilla.community,4
17222,Mahtab05,activity-stream-l10n,3
8414,Mahtab05,addons-server,38
17801,Mahtab05,notes,2
16036,ManHyuk,tensorflow,93
1644,ManasJayanth,pdf.js,4
17551,Manishearth,authenticator-rs,2
20511,Manishearth,neqo,1
1197,Manishearth,pontoon,1
4681,Manishearth,standup,1
12566,Manishearth,version-control-tools,4
16225,Manvel,webextension-polyfill,2
17585,Marak,http-server,46
8078,MarcAbonce,language-mapping-list,4
7700,MarcelGerber,brackets,354
15607,MarceloGhelman,activate.mozilla.community,65
13799,MarceloGhelman,addons-frontend,116
12484,MarceloGhelman,addons-linter,3
8361,MarceloGhelman,addons-server,198
18597,MarceloGhelman,blurts-server,121
19273,MarceloGhelman,contain-facebook,18
11850,MarceloGhelman,donate.mozilla.org,14
8580,MarceloGhelman,fxa-content-server-l10n,160
17857,MarceloGhelman,send,24
832,Marcio2,chromeless,12
16954,MarckK,inclusion,1
19731,MarcusMorba,Spoke,1
13448,Mardak,activity-stream,888
17159,Mardak,activity-stream-l10n,14
514,Mardak,addon-sdk,4
3727,Mardak,blekko,1
5389,Mardak,build-talos,2
838,Mardak,chromeless,2
4272,Mardak,integration-mozilla-inbound,671
10588,Mardak,interest-dashboard,98
738,Mardak,jsmodules,21
12857,Mardak,loop,61
8742,Mardak,loop-client,25
10552,Mardak,loop-client-l10n,2
12939,Mardak,loop-test,35
2704,Mardak,mozilla-history,659
3941,Mardak,newnewtab,17
12304,Mardak,newtab-dev,790
8844,Mardak,onyx,1
739,Mardak,people,31
3476,Mardak,pjs,671
14742,Mardak,positron,791
869,Mardak,prospector,527
15580,Mardak,recommend-links-hack,15
868,Mardak,sigma,25
16433,Mardak,spiderweb,791
733,Mardak,testpilotweb,48
2154,Mardak,twitter-address-bar-search,2
11446,Mardak,universal-search-gecko-dev,740
7120,Mardak,up-jelly,3
743,Mardak,weave-backup,767
716,Mardak,weave-identity,476
9123,MariagraziaAlastra,qa-mozmill-tests,2
7762,Mark-Simulacrum,brackets,11
17377,Mark1626,grcov,1
15977,MarkDaoust,tensorflow,307
7782,MarkMurphy,brackets,7
5037,MarkTraceur,etherpad-lite,13
87,MarkoJan,zamboni,6
2005,MarkoSchuetz,dxr,4
1827,Marlena,Addon-Tests,472
1298,Marlena,FlightDeck-selenium,1
2145,Marlena,mdn-tests,2
1337,Marlena,moz-grid-config,16
14908,MarshallOfSound,tofino-electron,75
5714,Marsup,hawk,1
10331,MartinBest,moz-corsica,5
8150,MartynJacques-Arm,mozjpeg,1
14807,Marwes,sccache,28
15633,Marzuquccen,activate.mozilla.community,10
19350,Marzuquccen,contain-facebook,2
11875,Marzuquccen,donate.mozilla.org,6
5690,MathieuLoutre,hawk,7
7596,MatsPalmgren,gecko-dev,2363
4289,MatsPalmgren,integration-mozilla-inbound,428
2735,MatsPalmgren,mozilla-history,230
12262,MatsPalmgren,newtab-dev,1369
3495,MatsPalmgren,pjs,408
14684,MatsPalmgren,positron,1596
16379,MatsPalmgren,spiderweb,1563
11427,MatsPalmgren,universal-search-gecko-dev,1063
15888,MattGrimes,security-advisor-shield-study,2
15685,MattIvar,activate.mozilla.community,2
20611,MattMencel,fleet,1
20289,MaulingMonkey,rust-android-gradle,4
15174,MaxGraey,positron-electron,4
14994,MaxGraey,tofino-electron,4
4829,MaxKramnik,nunjucks,2
11298,MaxNanasy,node-openid,1
14390,Mayeu,ansible-playbook-rabbitmq,84
